type,game_id,team_home,team_away,schedule_week,schedule_season,state_of_game,game_url,home_score,away_score
pre,2009080950,TEN,BUF,0,2009,POST,http://www.nfl.com/liveupdate/game-center/2009080950/2009080950_gtd.json,21,18
pre,2009081351,PHI,NE,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009081351/2009081351_gtd.json,25,27
pre,2009081352,BAL,WAS,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009081352/2009081352_gtd.json,23,0
pre,2009081350,PIT,ARI,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009081350/2009081350_gtd.json,20,10
pre,2009081353,OAK,DAL,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009081353/2009081353_gtd.json,31,10
pre,2009081450,NYJ,STL,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009081450/2009081450_gtd.json,20,23
pre,2009081451,IND,MIN,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009081451/2009081451_gtd.json,3,13
pre,2009081452,NO,CIN,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009081452/2009081452_gtd.json,17,7
pre,2009081453,SF,DEN,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009081453/2009081453_gtd.json,17,16
pre,2009081550,DET,ATL,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009081550/2009081550_gtd.json,27,26
pre,2009081551,BUF,CHI,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009081551/2009081551_gtd.json,27,20
pre,2009081552,GB,CLE,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009081552/2009081552_gtd.json,17,0
pre,2009081553,KC,HOU,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009081553/2009081553_gtd.json,10,16
pre,2009081554,TEN,TB,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009081554/2009081554_gtd.json,27,20
pre,2009081555,SD,SEA,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009081555/2009081555_gtd.json,14,20
pre,2009081751,MIA,JAC,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009081751/2009081751_gtd.json,12,9
pre,2009081750,NYG,CAR,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009081750/2009081750_gtd.json,24,17
pre,2009082051,NE,CIN,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082051/2009082051_gtd.json,6,7
pre,2009082050,IND,PHI,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082050/2009082050_gtd.json,23,15
pre,2009082151,STL,ATL,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082151/2009082151_gtd.json,13,20
pre,2009082150,DAL,TEN,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082150/2009082150_gtd.json,30,10
pre,2009082152,MIN,KC,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082152/2009082152_gtd.json,17,13
pre,2009082252,WAS,PIT,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082252/2009082252_gtd.json,17,13
pre,2009082251,CLE,DET,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082251/2009082251_gtd.json,27,10
pre,2009082250,MIA,CAR,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082250/2009082250_gtd.json,27,17
pre,2009082253,JAC,TB,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082253/2009082253_gtd.json,23,24
pre,2009082255,HOU,NO,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082255/2009082255_gtd.json,14,38
pre,2009082256,CHI,NYG,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082256/2009082256_gtd.json,17,3
pre,2009082254,GB,BUF,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082254/2009082254_gtd.json,31,21
pre,2009082257,SF,OAK,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082257/2009082257_gtd.json,21,20
pre,2009082258,ARI,SD,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082258/2009082258_gtd.json,6,17
pre,2009082259,SEA,DEN,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082259/2009082259_gtd.json,27,13
pre,2009082450,BAL,NYJ,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082450/2009082450_gtd.json,24,23
pre,2009082751,PHI,JAC,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082751/2009082751_gtd.json,33,32
pre,2009082752,CIN,STL,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082752/2009082752_gtd.json,21,24
pre,2009082750,TB,MIA,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082750/2009082750_gtd.json,6,10
pre,2009082850,WAS,NE,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082850/2009082850_gtd.json,24,27
pre,2009082851,ARI,GB,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082851/2009082851_gtd.json,37,44
pre,2009082951,DET,IND,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082951/2009082951_gtd.json,18,17
pre,2009082952,OAK,NO,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082952/2009082952_gtd.json,7,45
pre,2009082954,CLE,TEN,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082954/2009082954_gtd.json,23,17
pre,2009082953,PIT,BUF,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082953/2009082953_gtd.json,17,0
pre,2009082956,NYG,NYJ,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082956/2009082956_gtd.json,25,27
pre,2009082958,KC,SEA,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082958/2009082958_gtd.json,10,14
pre,2009082955,CAR,BAL,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082955/2009082955_gtd.json,13,17
pre,2009082950,ATL,SD,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082950/2009082950_gtd.json,27,24
pre,2009082957,DAL,SF,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009082957/2009082957_gtd.json,13,20
pre,2009083050,DEN,CHI,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009083050/2009083050_gtd.json,17,27
pre,2009083150,HOU,MIN,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009083150/2009083150_gtd.json,10,17
pre,2009090350,BUF,DET,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009090350/2009090350_gtd.json,6,17
pre,2009090351,NYJ,PHI,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009090351/2009090351_gtd.json,38,27
pre,2009090352,ATL,BAL,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009090352/2009090352_gtd.json,3,20
pre,2009090353,CIN,IND,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009090353/2009090353_gtd.json,38,7
pre,2009090354,NE,NYG,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009090354/2009090354_gtd.json,38,27
pre,2009090355,JAC,WAS,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009090355/2009090355_gtd.json,24,17
pre,2009090356,CHI,CLE,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009090356/2009090356_gtd.json,26,23
pre,2009090357,TEN,GB,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009090357/2009090357_gtd.json,27,13
pre,2009090360,CAR,PIT,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009090360/2009090360_gtd.json,10,21
pre,2009090359,NO,MIA,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009090359/2009090359_gtd.json,7,10
pre,2009090358,STL,KC,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009090358/2009090358_gtd.json,17,9
pre,2009090361,DEN,ARI,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009090361/2009090361_gtd.json,19,0
pre,2009090362,SEA,OAK,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009090362/2009090362_gtd.json,31,21
pre,2009090450,TB,HOU,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009090450/2009090450_gtd.json,20,27
pre,2009090451,MIN,DAL,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009090451/2009090451_gtd.json,31,35
pre,2009090452,SD,SF,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009090452/2009090452_gtd.json,26,7
reg,2009091000,PIT,TEN,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009091000/2009091000_gtd.json,13,10
reg,2009091304,CLE,MIN,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009091304/2009091304_gtd.json,20,34
reg,2009091307,NO,DET,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009091307/2009091307_gtd.json,45,27
reg,2009091308,TB,DAL,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009091308/2009091308_gtd.json,21,34
reg,2009091305,HOU,NYJ,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009091305/2009091305_gtd.json,7,24
reg,2009091306,IND,JAC,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009091306/2009091306_gtd.json,14,12
reg,2009091303,CIN,DEN,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009091303/2009091303_gtd.json,7,12
reg,2009091302,CAR,PHI,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009091302/2009091302_gtd.json,10,38
reg,2009091301,BAL,KC,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009091301/2009091301_gtd.json,38,24
reg,2009091300,ATL,MIA,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009091300/2009091300_gtd.json,19,7
reg,2009091309,ARI,SF,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009091309/2009091309_gtd.json,16,20
reg,2009091311,SEA,STL,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009091311/2009091311_gtd.json,28,0
reg,2009091310,NYG,WAS,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009091310/2009091310_gtd.json,23,17
reg,2009091312,GB,CHI,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009091312/2009091312_gtd.json,21,15
reg,2009091400,NE,BUF,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009091400/2009091400_gtd.json,25,24
reg,2009091401,OAK,SD,1,2009,POST,http://www.nfl.com/liveupdate/game-center/2009091401/2009091401_gtd.json,20,24
reg,2009092000,ATL,CAR,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092000/2009092000_gtd.json,28,20
reg,2009092001,DET,MIN,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092001/2009092001_gtd.json,13,27
reg,2009092008,WAS,STL,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092008/2009092008_gtd.json,9,7
reg,2009092007,TEN,HOU,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092007/2009092007_gtd.json,31,34
reg,2009092006,PHI,NO,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092006/2009092006_gtd.json,22,48
reg,2009092005,NYJ,NE,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092005/2009092005_gtd.json,16,9
reg,2009092004,KC,OAK,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092004/2009092004_gtd.json,10,13
reg,2009092003,JAC,ARI,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092003/2009092003_gtd.json,17,31
reg,2009092002,GB,CIN,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092002/2009092002_gtd.json,24,31
reg,2009092010,SF,SEA,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092010/2009092010_gtd.json,23,10
reg,2009092009,BUF,TB,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092009/2009092009_gtd.json,33,20
reg,2009092013,SD,BAL,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092013/2009092013_gtd.json,26,31
reg,2009092012,DEN,CLE,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092012/2009092012_gtd.json,27,6
reg,2009092011,CHI,PIT,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092011/2009092011_gtd.json,17,14
reg,2009092014,DAL,NYG,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092014/2009092014_gtd.json,31,33
reg,2009092100,MIA,IND,2,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092100/2009092100_gtd.json,23,27
reg,2009092700,BAL,CLE,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092700/2009092700_gtd.json,34,3
reg,2009092711,NYJ,TEN,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092711/2009092711_gtd.json,24,17
reg,2009092702,DET,WAS,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092702/2009092702_gtd.json,19,14
reg,2009092703,HOU,JAC,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092703/2009092703_gtd.json,24,31
reg,2009092704,MIN,SF,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092704/2009092704_gtd.json,27,24
reg,2009092705,NE,ATL,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092705/2009092705_gtd.json,26,10
reg,2009092708,TB,NYG,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092708/2009092708_gtd.json,0,24
reg,2009092706,PHI,KC,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092706/2009092706_gtd.json,34,14
reg,2009092707,STL,GB,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092707/2009092707_gtd.json,17,36
reg,2009092709,BUF,NO,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092709/2009092709_gtd.json,7,27
reg,2009092710,SEA,CHI,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092710/2009092710_gtd.json,19,25
reg,2009092701,CIN,PIT,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092701/2009092701_gtd.json,23,20
reg,2009092713,SD,MIA,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092713/2009092713_gtd.json,23,13
reg,2009092712,OAK,DEN,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092712/2009092712_gtd.json,3,23
reg,2009092714,ARI,IND,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092714/2009092714_gtd.json,10,31
reg,2009092800,DAL,CAR,3,2009,POST,http://www.nfl.com/liveupdate/game-center/2009092800/2009092800_gtd.json,21,7
reg,2009100400,CHI,DET,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009100400/2009100400_gtd.json,48,24
reg,2009100401,CLE,CIN,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009100401/2009100401_gtd.json,20,23
reg,2009100402,HOU,OAK,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009100402/2009100402_gtd.json,29,6
reg,2009100403,IND,SEA,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009100403/2009100403_gtd.json,34,17
reg,2009100404,JAC,TEN,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009100404/2009100404_gtd.json,37,17
reg,2009100405,KC,NYG,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009100405/2009100405_gtd.json,16,27
reg,2009100406,NE,BAL,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009100406/2009100406_gtd.json,27,21
reg,2009100407,WAS,TB,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009100407/2009100407_gtd.json,16,13
reg,2009100408,MIA,BUF,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009100408/2009100408_gtd.json,38,10
reg,2009100409,NO,NYJ,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009100409/2009100409_gtd.json,24,10
reg,2009100410,DEN,DAL,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009100410/2009100410_gtd.json,17,10
reg,2009100411,SF,STL,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009100411/2009100411_gtd.json,35,0
reg,2009100412,PIT,SD,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009100412/2009100412_gtd.json,38,28
reg,2009100500,MIN,GB,4,2009,POST,http://www.nfl.com/liveupdate/game-center/2009100500/2009100500_gtd.json,30,23
reg,2009101107,STL,MIN,5,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101107/2009101107_gtd.json,10,38
reg,2009101106,PHI,TB,5,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101106/2009101106_gtd.json,33,14
reg,2009101104,KC,DAL,5,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101104/2009101104_gtd.json,20,26
reg,2009101103,DET,PIT,5,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101103/2009101103_gtd.json,20,28
reg,2009101102,CAR,WAS,5,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101102/2009101102_gtd.json,20,17
reg,2009101101,BUF,CLE,5,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101101/2009101101_gtd.json,3,6
reg,2009101105,NYG,OAK,5,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101105/2009101105_gtd.json,44,7
reg,2009101100,BAL,CIN,5,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101100/2009101100_gtd.json,14,17
reg,2009101108,SF,ATL,5,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101108/2009101108_gtd.json,10,45
reg,2009101111,SEA,JAC,5,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101111/2009101111_gtd.json,41,0
reg,2009101110,DEN,NE,5,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101110/2009101110_gtd.json,20,17
reg,2009101109,ARI,HOU,5,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101109/2009101109_gtd.json,28,21
reg,2009101112,TEN,IND,5,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101112/2009101112_gtd.json,9,31
reg,2009101200,MIA,NYJ,5,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101200/2009101200_gtd.json,31,27
reg,2009101800,CIN,HOU,6,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101800/2009101800_gtd.json,17,28
reg,2009101801,GB,DET,6,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101801/2009101801_gtd.json,26,0
reg,2009101802,JAC,STL,6,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101802/2009101802_gtd.json,23,20
reg,2009101803,MIN,BAL,6,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101803/2009101803_gtd.json,33,31
reg,2009101804,NO,NYG,6,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101804/2009101804_gtd.json,48,27
reg,2009101805,PIT,CLE,6,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101805/2009101805_gtd.json,27,14
reg,2009101806,TB,CAR,6,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101806/2009101806_gtd.json,21,28
reg,2009101807,WAS,KC,6,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101807/2009101807_gtd.json,6,14
reg,2009101808,OAK,PHI,6,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101808/2009101808_gtd.json,13,9
reg,2009101809,SEA,ARI,6,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101809/2009101809_gtd.json,3,27
reg,2009101810,NE,TEN,6,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101810/2009101810_gtd.json,59,0
reg,2009101811,NYJ,BUF,6,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101811/2009101811_gtd.json,13,16
reg,2009101812,ATL,CHI,6,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101812/2009101812_gtd.json,21,14
reg,2009101900,SD,DEN,6,2009,POST,http://www.nfl.com/liveupdate/game-center/2009101900/2009101900_gtd.json,23,34
reg,2009102506,TB,NE,7,2009,POST,http://www.nfl.com/liveupdate/game-center/2009102506/2009102506_gtd.json,7,35
reg,2009102505,STL,IND,7,2009,POST,http://www.nfl.com/liveupdate/game-center/2009102505/2009102505_gtd.json,6,42
reg,2009102504,PIT,MIN,7,2009,POST,http://www.nfl.com/liveupdate/game-center/2009102504/2009102504_gtd.json,27,17
reg,2009102503,KC,SD,7,2009,POST,http://www.nfl.com/liveupdate/game-center/2009102503/2009102503_gtd.json,7,37
reg,2009102502,HOU,SF,7,2009,POST,http://www.nfl.com/liveupdate/game-center/2009102502/2009102502_gtd.json,24,21
reg,2009102501,CLE,GB,7,2009,POST,http://www.nfl.com/liveupdate/game-center/2009102501/2009102501_gtd.json,3,31
reg,2009102508,OAK,NYJ,7,2009,POST,http://www.nfl.com/liveupdate/game-center/2009102508/2009102508_gtd.json,0,38
reg,2009102507,CAR,BUF,7,2009,POST,http://www.nfl.com/liveupdate/game-center/2009102507/2009102507_gtd.json,9,20
reg,2009102510,MIA,NO,7,2009,POST,http://www.nfl.com/liveupdate/game-center/2009102510/2009102510_gtd.json,34,46
reg,2009102509,DAL,ATL,7,2009,POST,http://www.nfl.com/liveupdate/game-center/2009102509/2009102509_gtd.json,37,21
reg,2009102500,CIN,CHI,7,2009,POST,http://www.nfl.com/liveupdate/game-center/2009102500/2009102500_gtd.json,45,10
reg,2009102511,NYG,ARI,7,2009,POST,http://www.nfl.com/liveupdate/game-center/2009102511/2009102511_gtd.json,17,24
reg,2009102600,WAS,PHI,7,2009,POST,http://www.nfl.com/liveupdate/game-center/2009102600/2009102600_gtd.json,17,27
reg,2009110100,BAL,DEN,8,2009,POST,http://www.nfl.com/liveupdate/game-center/2009110100/2009110100_gtd.json,30,7
reg,2009110101,BUF,HOU,8,2009,POST,http://www.nfl.com/liveupdate/game-center/2009110101/2009110101_gtd.json,10,31
reg,2009110102,CHI,CLE,8,2009,POST,http://www.nfl.com/liveupdate/game-center/2009110102/2009110102_gtd.json,30,6
reg,2009110103,DAL,SEA,8,2009,POST,http://www.nfl.com/liveupdate/game-center/2009110103/2009110103_gtd.json,38,17
reg,2009110104,DET,STL,8,2009,POST,http://www.nfl.com/liveupdate/game-center/2009110104/2009110104_gtd.json,10,17
reg,2009110106,IND,SF,8,2009,POST,http://www.nfl.com/liveupdate/game-center/2009110106/2009110106_gtd.json,18,14
reg,2009110111,PHI,NYG,8,2009,POST,http://www.nfl.com/liveupdate/game-center/2009110111/2009110111_gtd.json,40,17
reg,2009110107,NYJ,MIA,8,2009,POST,http://www.nfl.com/liveupdate/game-center/2009110107/2009110107_gtd.json,25,30
reg,2009110108,SD,OAK,8,2009,POST,http://www.nfl.com/liveupdate/game-center/2009110108/2009110108_gtd.json,24,16
reg,2009110109,TEN,JAC,8,2009,POST,http://www.nfl.com/liveupdate/game-center/2009110109/2009110109_gtd.json,30,13
reg,2009110110,ARI,CAR,8,2009,POST,http://www.nfl.com/liveupdate/game-center/2009110110/2009110110_gtd.json,21,34
reg,2009110105,GB,MIN,8,2009,POST,http://www.nfl.com/liveupdate/game-center/2009110105/2009110105_gtd.json,26,38
reg,2009110200,NO,ATL,8,2009,POST,http://www.nfl.com/liveupdate/game-center/2009110200/2009110200_gtd.json,35,27
reg,2009110800,ATL,WAS,9,2009,POST,http://www.nfl.com/liveupdate/game-center/2009110800/2009110800_gtd.json,31,17
reg,2009110801,CHI,ARI,9,2009,POST,http://www.nfl.com/liveupdate/game-center/2009110801/2009110801_gtd.json,21,41
reg,2009110802,CIN,BAL,9,2009,POST,http://www.nfl.com/liveupdate/game-center/2009110802/2009110802_gtd.json,17,7
reg,2009110803,IND,HOU,9,2009,POST,http://www.nfl.com/liveupdate/game-center/2009110803/2009110803_gtd.json,20,17
reg,2009110804,JAC,KC,9,2009,POST,http://www.nfl.com/liveupdate/game-center/2009110804/2009110804_gtd.json,24,21
reg,2009110805,NE,MIA,9,2009,POST,http://www.nfl.com/liveupdate/game-center/2009110805/2009110805_gtd.json,27,17
reg,2009110806,TB,GB,9,2009,POST,http://www.nfl.com/liveupdate/game-center/2009110806/2009110806_gtd.json,38,28
reg,2009110807,NO,CAR,9,2009,POST,http://www.nfl.com/liveupdate/game-center/2009110807/2009110807_gtd.json,30,20
reg,2009110808,SEA,DET,9,2009,POST,http://www.nfl.com/liveupdate/game-center/2009110808/2009110808_gtd.json,32,20
reg,2009110809,NYG,SD,9,2009,POST,http://www.nfl.com/liveupdate/game-center/2009110809/2009110809_gtd.json,20,21
reg,2009110810,SF,TEN,9,2009,POST,http://www.nfl.com/liveupdate/game-center/2009110810/2009110810_gtd.json,27,34
reg,2009110811,PHI,DAL,9,2009,POST,http://www.nfl.com/liveupdate/game-center/2009110811/2009110811_gtd.json,16,20
reg,2009110900,DEN,PIT,9,2009,POST,http://www.nfl.com/liveupdate/game-center/2009110900/2009110900_gtd.json,10,28
reg,2009111200,SF,CHI,10,2009,POST,http://www.nfl.com/liveupdate/game-center/2009111200/2009111200_gtd.json,10,6
reg,2009111500,CAR,ATL,10,2009,POST,http://www.nfl.com/liveupdate/game-center/2009111500/2009111500_gtd.json,28,19
reg,2009111507,WAS,DEN,10,2009,POST,http://www.nfl.com/liveupdate/game-center/2009111507/2009111507_gtd.json,27,17
reg,2009111506,TEN,BUF,10,2009,POST,http://www.nfl.com/liveupdate/game-center/2009111506/2009111506_gtd.json,41,17
reg,2009111505,STL,NO,10,2009,POST,http://www.nfl.com/liveupdate/game-center/2009111505/2009111505_gtd.json,23,28
reg,2009111504,PIT,CIN,10,2009,POST,http://www.nfl.com/liveupdate/game-center/2009111504/2009111504_gtd.json,12,18
reg,2009111503,NYJ,JAC,10,2009,POST,http://www.nfl.com/liveupdate/game-center/2009111503/2009111503_gtd.json,22,24
reg,2009111501,MIA,TB,10,2009,POST,http://www.nfl.com/liveupdate/game-center/2009111501/2009111501_gtd.json,25,23
reg,2009111502,MIN,DET,10,2009,POST,http://www.nfl.com/liveupdate/game-center/2009111502/2009111502_gtd.json,27,10
reg,2009111508,OAK,KC,10,2009,POST,http://www.nfl.com/liveupdate/game-center/2009111508/2009111508_gtd.json,10,16
reg,2009111510,GB,DAL,10,2009,POST,http://www.nfl.com/liveupdate/game-center/2009111510/2009111510_gtd.json,17,7
reg,2009111509,ARI,SEA,10,2009,POST,http://www.nfl.com/liveupdate/game-center/2009111509/2009111509_gtd.json,31,20
reg,2009111511,SD,PHI,10,2009,POST,http://www.nfl.com/liveupdate/game-center/2009111511/2009111511_gtd.json,31,23
reg,2009111512,IND,NE,10,2009,POST,http://www.nfl.com/liveupdate/game-center/2009111512/2009111512_gtd.json,35,34
reg,2009111600,CLE,BAL,10,2009,POST,http://www.nfl.com/liveupdate/game-center/2009111600/2009111600_gtd.json,0,16
reg,2009111900,CAR,MIA,11,2009,POST,http://www.nfl.com/liveupdate/game-center/2009111900/2009111900_gtd.json,17,24
reg,2009112200,BAL,IND,11,2009,POST,http://www.nfl.com/liveupdate/game-center/2009112200/2009112200_gtd.json,15,17
reg,2009112208,TB,NO,11,2009,POST,http://www.nfl.com/liveupdate/game-center/2009112208/2009112208_gtd.json,7,38
reg,2009112207,NYG,ATL,11,2009,POST,http://www.nfl.com/liveupdate/game-center/2009112207/2009112207_gtd.json,34,31
reg,2009112206,MIN,SEA,11,2009,POST,http://www.nfl.com/liveupdate/game-center/2009112206/2009112206_gtd.json,35,9
reg,2009112205,KC,PIT,11,2009,POST,http://www.nfl.com/liveupdate/game-center/2009112205/2009112205_gtd.json,27,24
reg,2009112204,JAC,BUF,11,2009,POST,http://www.nfl.com/liveupdate/game-center/2009112204/2009112204_gtd.json,18,15
reg,2009112201,DAL,WAS,11,2009,POST,http://www.nfl.com/liveupdate/game-center/2009112201/2009112201_gtd.json,7,6
reg,2009112202,DET,CLE,11,2009,POST,http://www.nfl.com/liveupdate/game-center/2009112202/2009112202_gtd.json,38,37
reg,2009112203,GB,SF,11,2009,POST,http://www.nfl.com/liveupdate/game-center/2009112203/2009112203_gtd.json,30,24
reg,2009112209,STL,ARI,11,2009,POST,http://www.nfl.com/liveupdate/game-center/2009112209/2009112209_gtd.json,13,21
